ROW_ID,ITEMID,VPICU VARIABLE,LABEL,CATEGORY,UNITNAME,ABBREVIATION,DBSOURCE,LINKSTO,PARAM_TYPE,CONCEPTID,Msmts / hour,Total msmts,Patients with >1 msmt,% patients 100% missing,Mean,Stddev
4824,8489,227923,ZZZZ heart rate,Ulnar Pulse [Left],,,,carevue,chartevents,,,,,,,,
4,1438,227923,ZZZZ heart rate,Ulnar Pulse [Right],,,,carevue,chartevents,,,,,,,,
13201,223949,227923,ZZZZ heart rate,Ulnar Pulse L,Cardiovascular (Pulses),,Ulnar Pulse L,metavision,,Text,,,,,,,
12853,223938,227923,ZZZZ heart rate,Ulnar Pulse R,Cardiovascular (Pulses),,Ulnar Pulse R,metavision,,Text,,,,,,,
3734,2702,227923,ZZZZ heart rate,ulnar pulse right,,,,carevue,chartevents,,,,,,,,
3621,2530,227923,ZZZZ heart rate,venous pulse,,,,carevue,chartevents,,,,,,,,
4653,7439,227923,ZZZZ heart rate,walking hr,,,,carevue,chartevents,,,,,,,,
7387,43489,43489,ZZZZ ph,gastric Ph,Free Form Intake,,,carevue,outputevents,,,,,,,,
2888,3777,43489,ZZZZ ph,Mix Venous pH,Mixed VBGs,,,carevue,chartevents,,,,,,,,
14808,227586,43489,ZZZZ ph,ph,GI/GU,None,GI pH,metavision,chartevents,Numeric,,,,,,,
12707,220734,43489,ZZZZ ph,PH (dipstick),Labs,None,PH (dipstick),metavision,chartevents,Numeric,,,,,,,
15237,228243,43489,ZZZZ ph,PH (SOFT),Labs,None,PH (SOFT),metavision,chartevents,Numeric,,,,,,,
2093,6003,43489,ZZZZ ph,ph level,,,,carevue,chartevents,,,,,,,,
11014,40505,43489,ZZZZ ph,ph of ogt,,,,carevue,inputevents_cv,,,,,,,,
14714,227037,43489,ZZZZ ph,PH_ApacheIV,Scores - APACHE IV (2),None,PH_ApacheIV,metavision,chartevents,Numeric,,,,,,,
14529,226768,43489,ZZZZ ph,PhApacheIIScore,Scores - APACHE II,None,PhApacheIIScore,metavision,chartevents,Numeric,,,,,,,
14530,226769,43489,ZZZZ ph,PHApacheIIValue,Scores - APACHE II,None,PHApacheIIValue,metavision,chartevents,Numeric,,,,,,,
2337,7966,43489,ZZZZ ph,pleural fluid pH,,,,carevue,chartevents,,,,,,,,
14641,226863,43489,ZZZZ ph,PVR %O2 Saturation (PA Line),PA Line Insertion,dynes*sec/cm5,PVR %O2 Saturation (PA Line),metavision,chartevents,Numeric,,,,,,,
3686,2640,43489,ZZZZ ph,SJ PH,,,,carevue,chartevents,,,,,,,,
11564,43487,43489,ZZZZ ph,Stomach asp.PH,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
1361,1352,43489,ZZZZ ph,urine pH,,,,carevue,chartevents,,,,,,,,
2950,1495,43489,ZZZZ ph,urine ph,,,,carevue,chartevents,,,,,,,,
3251,1880,43489,ZZZZ ph,Urine pH,,,,carevue,chartevents,,,,,,,,
4358,6754,43489,ZZZZ ph,urine PH,,,,carevue,chartevents,,,,,,,,
4585,7262,43489,ZZZZ ph,Urine PH,,,,carevue,chartevents,,,,,,,,
1631,4755,43489,ZZZZ ph,zzzpH,ABG's,,,carevue,chartevents,,,,,,,,
1744,5636,5636,ZZZZ pulse oximetry,2nd O2 Sat,,,,carevue,chartevents,,,,,,,,
15175,227867,5636,ZZZZ pulse oximetry,Activity O2 Sat - Aerobic Capacity,OT Notes,%,Activity O2 Sat - Aerobic Capacity,metavision,chartevents,Numeric,,,,,,,
14639,226861,5636,ZZZZ pulse oximetry,ART %O2 saturation (PA Line),PA Line Insertion,%,ART %O2 saturation (PA Line),metavision,chartevents,Numeric,,,,,,,
15021,227686,5636,ZZZZ pulse oximetry,Central Venous O2% Sat,Labs,%,Central Venous O2% Sat,metavision,chartevents,Numeric,,,,,,,
3825,2842,5636,ZZZZ pulse oximetry,JV O2 Sat,,,,carevue,chartevents,,,,,,,,
3890,2955,5636,ZZZZ pulse oximetry,JVO2 SAT,,,,carevue,chartevents,,,,,,,,
1079,3495,5636,ZZZZ pulse oximetry,Lowest SaO2,,,,carevue,chartevents,,,,,,,,
3525,2396,5636,ZZZZ pulse oximetry,MIVED VENOUS O2 SAT,,,,carevue,chartevents,,,,,,,,
2887,3776,5636,ZZZZ pulse oximetry,Mix Venous Sat,Mixed VBGs,,,carevue,chartevents,,,,,,,,
4390,6826,5636,ZZZZ pulse oximetry,mixed venous 02,,,,carevue,chartevents,,,,,,,,
741,822,5636,ZZZZ pulse oximetry,Mixed Venous O2,Blood Gases,,,carevue,chartevents,,,,,,,,
742,823,5636,ZZZZ pulse oximetry,Mixed Venous O2% Sat,Blood Gases,,,carevue,chartevents,,,,,,,,
14117,225674,5636,ZZZZ pulse oximetry,Mixed Venous O2% Sat,Labs,%,Mixed Venous O2% Sat,metavision,chartevents,Numeric,,,,,,,
3773,2767,5636,ZZZZ pulse oximetry,Mixed Venous SaO2,,,,carevue,chartevents,,,,,,,,
3527,2398,5636,ZZZZ pulse oximetry,MIXED VENOUS SAT,,,,carevue,chartevents,,,,,,,,
3649,2574,5636,ZZZZ pulse oximetry,MVO2 SAT,,,,carevue,chartevents,,,,,,,,
910,3288,5636,ZZZZ pulse oximetry,O2 sat [Pre],,,,carevue,chartevents,,,,,,,,
2165,5501,5636,ZZZZ pulse oximetry,O2 sat probe change,,,,carevue,chartevents,,,,,,,,
2168,5505,5636,ZZZZ pulse oximetry,O2 sat probe site,,,,carevue,chartevents,,,,,,,,
1113,3545,5636,ZZZZ pulse oximetry,O2 Sat W/Seizure,,,,carevue,chartevents,,,,,,,,
12765,223769,5636,ZZZZ pulse oximetry,O2 Saturation Pulseoxymetry Alarm - High,Alarms,%,SpO2 Alarm - High,metavision,chartevents,Numeric,,,,,,,
12766,223770,5636,ZZZZ pulse oximetry,O2 Saturation Pulseoxymetry Alarm - Low,Alarms,%,SpO2 Alarm - Low,metavision,chartevents,Numeric,,,,,,,
3203,1809,5636,ZZZZ pulse oximetry,PA sat,,,,carevue,chartevents,,,,,,,,
15229,228232,5636,ZZZZ pulse oximetry,PAR-Oxygen saturation,Routine Vital Signs,,PAR-Oxygen saturation,metavision,,Text,,,,,,,
4764,7717,5636,ZZZZ pulse oximetry,peripheral sat,,,,carevue,chartevents,,,,,,,,
15136,227926,5636,ZZZZ pulse oximetry,ph,OT Notes,%,Activity O2 sat - Aerobic Activity Response,metavision,chartevents,Numeric,,,,,,,
4803,7812,5636,ZZZZ pulse oximetry,Pre duct sat,,,,carevue,chartevents,,,,,,,,
1533,4576,5636,ZZZZ pulse oximetry,pre ductal sat,,,,carevue,chartevents,,,,,,,,
2314,7911,5636,ZZZZ pulse oximetry,Pre ductal Sat,,,,carevue,chartevents,,,,,,,,
4022,8209,5636,ZZZZ pulse oximetry,Preductal O2 Sat,,,,carevue,chartevents,,,,,,,,
14638,226860,5636,ZZZZ pulse oximetry,RA %O2 Saturation (PA Line),PA Line Insertion,%,RA %O2 Saturation (PA Line),metavision,chartevents,Numeric,,,,,,,
1191,1034,5636,ZZZZ pulse oximetry,RA SAT,,,,carevue,chartevents,,,,,,,,
15140,227933,5636,ZZZZ pulse oximetry,Recovery O2 sat - Aerobic Activity Response,OT Notes,%,Recovery O2 sat - Aerobic Activity Response,metavision,chartevents,Numeric,,,,,,,
15058,227873,5636,ZZZZ pulse oximetry,Recovery O2 Sat - Aerobic Capacity,OT Notes,%,Recovery O2 Sat - Aerobic Capacity,metavision,chartevents,Numeric,,,,,,,
15132,227919,5636,ZZZZ pulse oximetry,Rest O2 Sat - Aerobic Activity Response,OT Notes,%,Rest O2 Sat - Aerobic Activity Response,metavision,chartevents,Numeric,,,,,,,
15172,227861,5636,ZZZZ pulse oximetry,Rest O2 Sat - Aerobic Capacity,OT Notes,%,Rest O2 Sat - Aerobic Capacity,metavision,chartevents,Numeric,,,,,,,
13270,224719,5636,ZZZZ pulse oximetry,SaO2 < 90% > 2 min,Respiratory,,SaO2 < 90% > 2 min,metavision,,Text,,,,,,,
5002,8532,5636,ZZZZ pulse oximetry,SaO2 Alarm [High],,,,carevue,chartevents,,,,,,,,
2785,3609,5636,ZZZZ pulse oximetry,SaO2 Alarm [Low],,,,carevue,chartevents,,,,,,,,
14408,226541,5636,ZZZZ pulse oximetry,ScvO2 Central Venous O2% Sat,Labs,None,ScvO2 Central Venous O2% Sat,metavision,chartevents,Numeric,,,,,,,
4998,8554,5636,ZZZZ pulse oximetry,SpO2 Alarm [High],,,,carevue,chartevents,,,,,,,,
1923,5820,5636,ZZZZ pulse oximetry,SpO2 Alarm [Low],,,,carevue,chartevents,,,,,,,,
14442,226253,5636,ZZZZ pulse oximetry,SpO2 Desat Limit,Alarms,%,SpO2 Desat Limit,metavision,chartevents,Numeric,,,,,,,
4343,6719,5636,ZZZZ pulse oximetry,SpO2-L,,,,carevue,chartevents,,,,,,,,
3872,2933,5636,ZZZZ pulse oximetry,SVO2 SAT,,,,carevue,chartevents,,,,,,,,
14642,226865,5636,ZZZZ pulse oximetry,SVR %O2 Saturation (PA Line),PA Line Insertion,dynes*sec/cm5,SVR %O2 Saturation (PA Line),metavision,chartevents,Numeric,,,,,,,
1992,5896,5636,ZZZZ pulse oximetry,VEN0US O2 SAT,,,,carevue,chartevents,,,,,,,,
2435,6024,5636,ZZZZ pulse oximetry,venous o2 sat,,,,carevue,chartevents,,,,,,,,
4599,7293,5636,ZZZZ pulse oximetry,VENOUS O2 SAT,,,,carevue,chartevents,,,,,,,,
4497,7063,5636,ZZZZ pulse oximetry,VENOUS SAT,,,,carevue,chartevents,,,,,,,,
4654,7440,5636,ZZZZ pulse oximetry,walking o2 sat,,,,carevue,chartevents,,,,,,,,
15020,227685,5636,ZZZZ pulse oximetry,ZCentral Venous O2% Sat,Labs,None,ZCentral Venous O2% Sat,metavision,chartevents,Numeric,,,,,,,
15135,227925,227925,ZZZZ respiratory rate,Activity RR - Aerobic Activity Response,OT Notes,None,Activity RR - Aerobic Activity Response,metavision,chartevents,Numeric,,,,,,,
15174,227866,227925,ZZZZ respiratory rate,Activity RR - Aerobic Capacity,OT Notes,None,Activity RR - Aerobic Capacity,metavision,chartevents,Numeric,,,,,,,
15139,227932,227925,ZZZZ respiratory rate,Recovery RR - Aerobic Activity Response,OT Notes,None,Recovery RR - Aerobic Activity Response,metavision,chartevents,Numeric,,,,,,,
15057,227872,227925,ZZZZ respiratory rate,Recovery RR - Aerobic Capacity,OT Notes,None,Recovery RR - Aerobic Capacity,metavision,chartevents,Numeric,,,,,,,
13244,224688,227925,ZZZZ respiratory rate,Respiratory Rate (Set),Respiratory,insp/min,Respiratory Rate (Set),metavision,chartevents,Numeric,,,,,,,
13245,224689,227925,ZZZZ respiratory rate,Respiratory Rate (spontaneous),Respiratory,insp/min,Respiratory Rate (spontaneous),metavision,chartevents,Numeric,,,,,,,
13246,224690,227925,ZZZZ respiratory rate,Respiratory Rate (Total),Respiratory,insp/min,Respiratory Rate (Total),metavision,chartevents,Numeric,,,,,,,
576,619,227925,ZZZZ respiratory rate,Respiratory Rate Set,,,,carevue,chartevents,,,,,,,,
15131,227918,227925,ZZZZ respiratory rate,Rest RR - Aerobic Activity Response,OT Notes,None,Rest RR - Aerobic Activity Response,metavision,chartevents,Numeric,,,,,,,
15171,227860,227925,ZZZZ respiratory rate,Rest RR - Aerobic Capacity,OT Notes,None,Rest RR - Aerobic Capacity,metavision,chartevents,Numeric,,,,,,,
753,3060,227925,ZZZZ respiratory rate,RQ,,,,carevue,chartevents,,,,,,,,
13269,224718,227925,ZZZZ respiratory rate,RR > 35 for > 5 min,Respiratory,,RR > 35 for > 5 min,metavision,,Text,,,,,,,
14727,227050,227925,ZZZZ respiratory rate,RR_ApacheIV,Scores - APACHE IV (2),insp/min,RR_ApacheIV,metavision,chartevents,Numeric,,,,,,,
14534,226773,227925,ZZZZ respiratory rate,RrApacheIIScore,Scores - APACHE II,None,RrApacheIIScore,metavision,chartevents,Numeric,,,,,,,
14535,226774,227925,ZZZZ respiratory rate,RRApacheIIValue,Scores - APACHE II,insp/min,RRApacheIIValue,metavision,chartevents,Numeric,,,,,,,
14728,227051,227925,ZZZZ respiratory rate,RRScore_ApacheIV,Scores - APACHE IV (2),None,RRScore_ApacheIV,metavision,chartevents,Numeric,,,,,,,
604,651,227925,ZZZZ respiratory rate,Spon RR (Mech.),,,,carevue,chartevents,,,,,,,,
13339,224422,227925,ZZZZ respiratory rate,Spont RR,Respiratory,bpm,Spont RR,metavision,chartevents,Numeric,,,,,,,
4353,6749,227925,ZZZZ respiratory rate,total RR,,,,carevue,chartevents,,,,,,,,
15339,228152,228152,ZZZZ systolic blood pressure,Aortic Pressure Signal - Systolic,Impella,None,Aortic Pressure Signal - Systolic,metavision,chartevents,Numeric,,,,,,,
931,3315,228152,ZZZZ systolic blood pressure,BP Left Arm [Systolic],,,,carevue,chartevents,,,,,,,,
933,3317,228152,ZZZZ systolic blood pressure,BP Left Leg [Systolic],,,,carevue,chartevents,,,,,,,,
935,3319,228152,ZZZZ systolic blood pressure,BP PAL [Systolic],,,,carevue,chartevents,,,,,,,,
937,3321,228152,ZZZZ systolic blood pressure,BP Right Arm [Systolic],,,,carevue,chartevents,,,,,,,,
939,3323,228152,ZZZZ systolic blood pressure,BP Right Leg [Systolic],,,,carevue,chartevents,,,,,,,,
941,3325,228152,ZZZZ systolic blood pressure,BP UAC [Systolic],,,,carevue,chartevents,,,,,,,,
442,480,228152,ZZZZ systolic blood pressure,Orthostat BP sitting [Systolic],,,,carevue,chartevents,,,,,,,,
444,482,228152,ZZZZ systolic blood pressure,OrthostatBP standing [Systolic],,,,carevue,chartevents,,,,,,,,
446,484,228152,ZZZZ systolic blood pressure,Orthostatic BP lying [Systolic],,,,carevue,chartevents,,,,,,,,
13425,224645,228152,ZZZZ systolic blood pressure,Orthostatic BPs lying,Routine Vital Signs,mmHg,Orthostatic BPs lying,metavision,chartevents,Numeric,,,,,,,
13426,224646,228152,ZZZZ systolic blood pressure,Orthostatic BPs sitting,Routine Vital Signs,mmHg,Orthostatic BPs sitting,metavision,chartevents,Numeric,,,,,,,
12762,223766,228152,ZZZZ systolic blood pressure,Orthostatic BPs standing,Routine Vital Signs,mmHg,Orthostatic BPs standing,metavision,chartevents,Numeric,,,,,,,
452,492,228152,ZZZZ systolic blood pressure,PAP [Systolic],,,,carevue,chartevents,,,,,,,,
12721,220059,228152,ZZZZ systolic blood pressure,Pulmonary Artery Pressure systolic,Hemodynamics,mmHg,PAPs,metavision,chartevents,Numeric,,,,,,,
14446,226329,226329,ZZZZ temperature,Blood Temperature CCO (C),Routine Vital Signs,?C,Blood Temp CCO (C),metavision,chartevents,Numeric,,,,,,,
13235,224674,226329,ZZZZ temperature,Changes in Temperature,Toxicology,,Changes in Temperature,metavision,,Text,,,,,,,
394,427,226329,ZZZZ temperature,LUE [Temp],,,,carevue,chartevents,,,,,,,,
13302,224769,226329,ZZZZ temperature,LUE Temp,Cardiovascular,,LUE Temp,metavision,,Text,,,,,,,
15236,228242,226329,ZZZZ temperature,Pt. Temperature (BG) (SOFT),Labs,None,Pt. Temperature (BG) (SOFT),metavision,chartevents,Numeric,,,,,,,
548,591,226329,ZZZZ temperature,RLE [Temperature],,,,carevue,chartevents,,,,,,,,
554,597,226329,ZZZZ temperature,RUE [Temperature],,,,carevue,chartevents,,,,,,,,
13301,224767,226329,ZZZZ temperature,RUE Temp,Cardiovascular,,RUE Temp,metavision,,Text,,,,,,,
598,645,226329,ZZZZ temperature,Skin [Temperature],,,,carevue,chartevents,,,,,,,,
13042,224027,226329,ZZZZ temperature,Skin Temperature,Skin - Assessment,,Skin Temp,metavision,,Text,,,,,,,
626,674,226329,ZZZZ temperature,Temp. Site,,,,carevue,chartevents,,,,,,,,
5007,8537,226329,ZZZZ temperature,"""Temp/Iso/Warmer [Temperature"," degrees C]""",,,,carevue,chartevents,,,,,,,,
2820,3656,226329,ZZZZ temperature,Temp/Iso/Warmer [Type],,,,carevue,chartevents,,,,,,,,
14538,226777,226329,ZZZZ temperature,TempApacheIIScore,Scores - APACHE II,None,TempApacheIIScore,metavision,chartevents,Numeric,,,,,,,
14539,226778,226329,ZZZZ temperature,TempApacheIIValue,Scores - APACHE II,?F,TempApacheIIValue,metavision,chartevents,Numeric,,,,,,,
13423,224642,226329,ZZZZ temperature,Temperature Site,Routine Vital Signs,,Temp Site,metavision,,Text,,,,,,,
14731,227054,226329,ZZZZ temperature,TemperatureF_ApacheIV,Scores - APACHE IV (2),?F,TemperatureF_ApacheIV,metavision,chartevents,Numeric,,,,,,,
6418,42111,42111,ZZZZ urine output,ANGIO FOLEY URINE,,,,carevue,outputevents,,,,,,,,
10787,41951,42111,ZZZZ urine output,ANGIO U/O,,,,carevue,inputevents_cv,,,,,,,,
6625,42031,42111,ZZZZ urine output,angio u/o,,,,carevue,inputevents_cv,,,,,,,,
10776,41922,42111,ZZZZ urine output,angio urine,,,,carevue,outputevents,,,,,,,,
7919,42859,42111,ZZZZ urine output,ANGIO URINE,,,,carevue,outputevents,,,,,,,,
10736,42130,42111,ZZZZ urine output,ANGIO URINE O/P,,,,carevue,outputevents,,,,,,,,
6360,42042,42111,ZZZZ urine output,ANGIO URINE OUT,,,,carevue,outputevents,,,,,,,,
7882,42810,42111,ZZZZ urine output,angio urine out,,,,carevue,outputevents,,,,,,,,
6386,42068,42111,ZZZZ urine output,angio Urine output,,,,carevue,outputevents,,,,,,,,
11627,42366,42111,ZZZZ urine output,angio urine output,,,,carevue,outputevents,,,,,,,,
7782,42676,42111,ZZZZ urine output,ANGIO URINE OUTPUT,,,,carevue,outputevents,,,,,,,,
10095,45841,42111,ZZZZ urine output,bladder irrig/urine,,,,carevue,outputevents,,,,,,,,
6892,41164,42111,ZZZZ urine output,CATH LAB U.O.,,,,carevue,inputevents_cv,,,,,,,,
8205,44397,42111,ZZZZ urine output,cath lab u/o,,,,carevue,inputevents_cv,,,,,,,,
7631,42463,42111,ZZZZ urine output,cath lab urine,,,,carevue,outputevents,,,,,,,,
10489,46748,42111,ZZZZ urine output,Cath Lab Urine Out,,,,carevue,outputevents,,,,,,,,
7548,42362,42111,ZZZZ urine output,CATH LAB URINE OUTPT,,,,carevue,outputevents,,,,,,,,
7688,42556,42111,ZZZZ urine output,CC6 URINE,,,,carevue,outputevents,,,,,,,,
11638,42394,42111,ZZZZ urine output,CC6OUTPUT,,,,carevue,outputevents,,,,,,,,
11173,42666,42111,ZZZZ urine output,E.R. URINE OUT,,,,carevue,outputevents,,,,,,,,
9199,44237,42111,ZZZZ urine output,E.R. urine out,,,,carevue,outputevents,,,,,,,,
8263,44489,42111,ZZZZ urine output,ed uo,,,,carevue,inputevents_cv,,,,,,,,
10498,46762,42111,ZZZZ urine output,ED UOP,,,,carevue,inputevents_cv,,,,,,,,
8661,44837,42111,ZZZZ urine output,ED URINE,,,,carevue,outputevents,,,,,,,,
12147,45415,42111,ZZZZ urine output,ED Urine OUT,,,,carevue,outputevents,,,,,,,,
8147,44325,42111,ZZZZ urine output,ED URINE OUTPUT,,,,carevue,outputevents,,,,,,,,
10414,46658,42111,ZZZZ urine output,ED Urine output,,,,carevue,outputevents,,,,,,,,
6607,42001,42111,ZZZZ urine output,ER URINE,,,,carevue,outputevents,,,,,,,,
11953,44278,42111,ZZZZ urine output,ER urine,,,,carevue,outputevents,,,,,,,,
9095,44103,42111,ZZZZ urine output,ER urine out,,,,carevue,outputevents,,,,,,,,
11500,44834,42111,ZZZZ urine output,er urine out,,,,carevue,outputevents,,,,,,,,
8258,44481,42111,ZZZZ urine output,ER URINR OUTPUT,,,,carevue,outputevents,,,,,,,,
8220,44421,42111,ZZZZ urine output,ew uo,,,,carevue,inputevents_cv,,,,,,,,
11365,44576,42111,ZZZZ urine output,EW uo,,,,carevue,inputevents_cv,,,,,,,,
9081,44080,42111,ZZZZ urine output,EW Urine,,,,carevue,outputevents,,,,,,,,
11236,42892,42111,ZZZZ urine output,EW URINE OUT,,,,carevue,outputevents,,,,,,,,
8653,44824,42111,ZZZZ urine output,EW urine output,,,,carevue,outputevents,,,,,,,,
11703,45991,42111,ZZZZ urine output,ew-urine output,,,,carevue,outputevents,,,,,,,,
9254,44313,42111,ZZZZ urine output,f10 urine,,,,carevue,outputevents,,,,,,,,
11807,46804,42111,ZZZZ urine output,Farr  5 urine,,,,carevue,outputevents,,,,,,,,
11275,43057,42111,ZZZZ urine output,FARR 6 URINE,,,,carevue,outputevents,,,,,,,,
11208,42765,42111,ZZZZ urine output,FARR 6 URINE OUT,,,,carevue,outputevents,,,,,,,,
8280,44506,42111,ZZZZ urine output,farr7-output/urine,,,,carevue,outputevents,,,,,,,,
9612,45173,42111,ZZZZ urine output,FLOOR UOP,,,,carevue,inputevents_cv,,,,,,,,
11888,44051,42111,ZZZZ urine output,floor urine,,,,carevue,outputevents,,,,,,,,
10323,46532,42111,ZZZZ urine output,Floor urine,,,,carevue,outputevents,,,,,,,,
8970,43931,42111,ZZZZ urine output,Floor urine out,,,,carevue,outputevents,,,,,,,,
11409,44684,42111,ZZZZ urine output,floor urine out,,,,carevue,outputevents,,,,,,,,
14843,227489,42111,ZZZZ urine output,GU Irrigant/Urine Volume Out,Output,mL,GU Irrigant/Urine Volume Out,metavision,outputevents,Numeric,,,,,,,
8608,44752,42111,ZZZZ urine output,inc urine,,,,carevue,outputevents,,,,,,,,
11247,42926,42111,ZZZZ urine output,IR UO,,,,carevue,inputevents_cv,,,,,,,,
6483,42209,42111,ZZZZ urine output,IRRIGANT AND URINE,,,,carevue,outputevents,,,,,,,,
11333,44438,42111,ZZZZ urine output,l&d uo,,,,carevue,inputevents_cv,,,,,,,,
5993,40061,42111,ZZZZ urine output,OR Out OR Urine,,,,carevue,outputevents,,,,,,,,
10584,40065,42111,ZZZZ urine output,OR Out PACU Urine,,,,carevue,outputevents,,,,,,,,
14485,226627,42111,ZZZZ urine output,OR Urine,Output,mL,OR Urine,metavision,outputevents,Numeric,,,,,,,
10060,45786,42111,ZZZZ urine output,outpt uo,,,,carevue,outputevents,,,,,,,,
5515,40288,42111,ZZZZ urine output,PACU Out PACU Urine,,,,carevue,outputevents,,,,,,,,
14489,226631,42111,ZZZZ urine output,PACU Urine,Output,mL,PACU Urine,metavision,outputevents,Numeric,,,,,,,
9118,44132,42111,ZZZZ urine output,Procedure urine out,,,,carevue,outputevents,,,,,,,,
9005,43966,42111,ZZZZ urine output,real urine output,,,,carevue,outputevents,,,,,,,,
7657,42507,42111,ZZZZ urine output,TRUE URINE,,,,carevue,outputevents,,,,,,,,
8446,44925,42111,ZZZZ urine output,true urine,,,,carevue,outputevents,,,,,,,,
10169,45927,42111,ZZZZ urine output,True Urine,,,,carevue,outputevents,,,,,,,,
12323,70077,42111,ZZZZ urine output,URINE,SPECIMEN,,,hospital,microbiologyevents,,,,,,,,
12325,70079,42111,ZZZZ urine output,URINE,SPECIMEN,,,hospital,microbiologyevents,,,,,,,,
12327,70081,42111,ZZZZ urine output,URINE,SPECIMEN,,,hospital,microbiologyevents,,,,,,,,
7369,43462,42111,ZZZZ urine output,urine,,,,carevue,outputevents,,,,,,,,
7159,43175,42111,ZZZZ urine output,Urine .,,,,carevue,outputevents,,,,,,,,
4943,8480,42111,ZZZZ urine output,Urine [Appearance],,,,carevue,chartevents,,,,,,,,
656,706,42111,ZZZZ urine output,Urine [Color],,,,carevue,chartevents,,,,,,,,
11575,43519,42111,ZZZZ urine output,urine amnt,,,,carevue,outputevents,,,,,,,,
14420,226566,42111,ZZZZ urine output,Urine and GU Irrigant Out,Output,mL,Urine and GU Irrigant Out,metavision,outputevents,Numeric,,,,,,,
13550,224876,42111,ZZZZ urine output,Urine Appearance,GI/GU,,Urine Appearance,metavision,,Text,,,,,,,
816,3140,42111,ZZZZ urine output,Urine Cl-,,,,carevue,chartevents,,,,,,,,
3721,2688,42111,ZZZZ urine output,URINE CL.,,,,carevue,chartevents,,,,,,,,
13035,224016,42111,ZZZZ urine output,Urine Color,GI/GU,,Urine Color,metavision,,Text,,,,,,,
5706,40534,42111,ZZZZ urine output,urine flush,Free Form Intake,,,carevue,outputevents,,,,,,,,
7658,42510,42111,ZZZZ urine output,Urine in cath lab,,,,carevue,outputevents,,,,,,,,
8948,43897,42111,ZZZZ urine output,urine in er.,,,,carevue,outputevents,,,,,,,,
11582,43537,42111,ZZZZ urine output,urine o/p,,,,carevue,outputevents,,,,,,,,
11945,44253,42111,ZZZZ urine output,Urine out angio,,,,carevue,outputevents,,,,,,,,
6011,40094,42111,ZZZZ urine output,Urine Out Condom Cath,,,,carevue,outputevents,,,,,,,,
10580,40055,42111,ZZZZ urine output,Urine Out Foley,,,,carevue,outputevents,,,,,,,,
11003,40473,42111,ZZZZ urine output,Urine Out IleoConduit,,,,carevue,outputevents,,,,,,,,
